url,source,category,country,wikipedia_page
https://www.knollpharmaceuticals.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Knoll_Pharmaceuticals
https://knollpharmaceuticals.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Knoll_Pharmaceuticals
https://www.knollpharmaceuticals.eu,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Knoll_Pharmaceuticals
https://www.knollpharmaceuticals.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Knoll_Pharmaceuticals
https://knollpharmaceuticals.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Knoll_Pharmaceuticals
https://www.medicinechestidiom.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Medicine_chest_(idiom)
https://medicinechestidiom.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Medicine_chest_(idiom)
https://www.medicinechestidiom.eu,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Medicine_chest_(idiom)
https://www.medicinechestidiom.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Medicine_chest_(idiom)
https://medicinechestidiom.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Medicine_chest_(idiom)
https://www.pharmaceuticalcompaniesbycountry.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://pharmaceuticalcompaniesbycountry.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://www.pharmaceuticalcompaniesbycountry.eu,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://www.pharmaceuticalcompaniesbycountry.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://pharmaceuticalcompaniesbycountry.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://www.drugsingermany.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Drugs_in_Germany
https://drugsingermany.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Drugs_in_Germany
https://www.drugsingermany.eu,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Drugs_in_Germany
https://www.drugsingermany.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Drugs_in_Germany
https://drugsingermany.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Drugs_in_Germany
https://www.healthcarecompaniesofgermany.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_Germany
https://healthcarecompaniesofgermany.com,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_Germany
https://www.healthcarecompaniesofgermany.eu,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_Germany
https://www.healthcarecompaniesofgermany.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_Germany
https://healthcarecompaniesofgermany.de,Wikipedia,Category:Pharmaceutical_companies_of_Germany,Germany,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_Germany
https://www.listofpharmaceuticalmanufacturersintheunitedkingdom.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/List_of_pharmaceutical_manufacturers_in_the_United_Kingdom
https://listofpharmaceuticalmanufacturersintheunitedkingdom.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/List_of_pharmaceutical_manufacturers_in_the_United_Kingdom
https://www.listofpharmaceuticalmanufacturersintheunitedkingdom.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/List_of_pharmaceutical_manufacturers_in_the_United_Kingdom
https://www.listofpharmaceuticalmanufacturersintheunitedkingdom.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/List_of_pharmaceutical_manufacturers_in_the_United_Kingdom
https://listofpharmaceuticalmanufacturersintheunitedkingdom.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/List_of_pharmaceutical_manufacturers_in_the_United_Kingdom
https://www.listofpharmaceuticalmanufacturersintheunitedkingdom.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/List_of_pharmaceutical_manufacturers_in_the_United_Kingdom
https://listofpharmaceuticalmanufacturersintheunitedkingdom.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/List_of_pharmaceutical_manufacturers_in_the_United_Kingdom
https://www.crookeshealthcare.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Crookes_Healthcare
https://crookeshealthcare.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Crookes_Healthcare
https://www.crookeshealthcare.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Crookes_Healthcare
https://www.crookeshealthcare.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Crookes_Healthcare
https://crookeshealthcare.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Crookes_Healthcare
https://www.crookeshealthcare.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Crookes_Healthcare
https://crookeshealthcare.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Crookes_Healthcare
https://www.eleusispharmaceuticalcompany.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Eleusis_(pharmaceutical_company)
https://eleusispharmaceuticalcompany.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Eleusis_(pharmaceutical_company)
https://www.eleusispharmaceuticalcompany.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Eleusis_(pharmaceutical_company)
https://www.eleusispharmaceuticalcompany.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Eleusis_(pharmaceutical_company)
https://eleusispharmaceuticalcompany.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Eleusis_(pharmaceutical_company)
https://www.eleusispharmaceuticalcompany.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Eleusis_(pharmaceutical_company)
https://eleusispharmaceuticalcompany.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Eleusis_(pharmaceutical_company)
https://www.gentechpharmaceutical.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Gentech_Pharmaceutical
https://gentechpharmaceutical.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Gentech_Pharmaceutical
https://www.gentechpharmaceutical.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Gentech_Pharmaceutical
https://www.gentechpharmaceutical.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Gentech_Pharmaceutical
https://gentechpharmaceutical.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Gentech_Pharmaceutical
https://www.gentechpharmaceutical.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Gentech_Pharmaceutical
https://gentechpharmaceutical.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Gentech_Pharmaceutical
https://www.gwpharmaceuticals.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/GW_Pharmaceuticals
https://gwpharmaceuticals.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/GW_Pharmaceuticals
https://www.gwpharmaceuticals.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/GW_Pharmaceuticals
https://www.gwpharmaceuticals.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/GW_Pharmaceuticals
https://gwpharmaceuticals.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/GW_Pharmaceuticals
https://www.gwpharmaceuticals.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/GW_Pharmaceuticals
https://gwpharmaceuticals.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/GW_Pharmaceuticals
https://www.hikmapharmaceuticals.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Hikma_Pharmaceuticals
https://hikmapharmaceuticals.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Hikma_Pharmaceuticals
https://www.hikmapharmaceuticals.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Hikma_Pharmaceuticals
https://www.hikmapharmaceuticals.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Hikma_Pharmaceuticals
https://hikmapharmaceuticals.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Hikma_Pharmaceuticals
https://www.hikmapharmaceuticals.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Hikma_Pharmaceuticals
https://hikmapharmaceuticals.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Hikma_Pharmaceuticals
https://www.quantumpharmaceutical.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Quantum_Pharmaceutical
https://quantumpharmaceutical.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Quantum_Pharmaceutical
https://www.quantumpharmaceutical.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Quantum_Pharmaceutical
https://www.quantumpharmaceutical.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Quantum_Pharmaceutical
https://quantumpharmaceutical.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Quantum_Pharmaceutical
https://www.quantumpharmaceutical.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Quantum_Pharmaceutical
https://quantumpharmaceutical.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Quantum_Pharmaceutical
https://www.reliantpharmaceuticals.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Reliant_Pharmaceuticals
https://reliantpharmaceuticals.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Reliant_Pharmaceuticals
https://www.reliantpharmaceuticals.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Reliant_Pharmaceuticals
https://www.reliantpharmaceuticals.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Reliant_Pharmaceuticals
https://reliantpharmaceuticals.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Reliant_Pharmaceuticals
https://www.reliantpharmaceuticals.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Reliant_Pharmaceuticals
https://reliantpharmaceuticals.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Reliant_Pharmaceuticals
https://www.shirepharmaceuticalcompany.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company)
https://shirepharmaceuticalcompany.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company)
https://www.shirepharmaceuticalcompany.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company)
https://www.shirepharmaceuticalcompany.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company)
https://shirepharmaceuticalcompany.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company)
https://www.shirepharmaceuticalcompany.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company)
https://shirepharmaceuticalcompany.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Shire_(pharmaceutical_company)
https://www.viivhealthcare.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/ViiV_Healthcare
https://viivhealthcare.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/ViiV_Healthcare
https://www.viivhealthcare.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/ViiV_Healthcare
https://www.viivhealthcare.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/ViiV_Healthcare
https://viivhealthcare.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/ViiV_Healthcare
https://www.viivhealthcare.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/ViiV_Healthcare
https://viivhealthcare.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/ViiV_Healthcare
https://www.pharmaceuticalcompaniesbycountry.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://pharmaceuticalcompaniesbycountry.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://www.pharmaceuticalcompaniesbycountry.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://pharmaceuticalcompaniesbycountry.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_by_country
https://www.pharmaceuticalindustryintheunitedkingdom.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_industry_in_the_United_Kingdom
https://pharmaceuticalindustryintheunitedkingdom.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_industry_in_the_United_Kingdom
https://www.pharmaceuticalindustryintheunitedkingdom.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_industry_in_the_United_Kingdom
https://www.pharmaceuticalindustryintheunitedkingdom.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_industry_in_the_United_Kingdom
https://pharmaceuticalindustryintheunitedkingdom.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_industry_in_the_United_Kingdom
https://www.pharmaceuticalindustryintheunitedkingdom.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_industry_in_the_United_Kingdom
https://pharmaceuticalindustryintheunitedkingdom.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_industry_in_the_United_Kingdom
https://www.healthcarecompaniesoftheunitedkingdom.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_the_United_Kingdom
https://healthcarecompaniesoftheunitedkingdom.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_the_United_Kingdom
https://www.healthcarecompaniesoftheunitedkingdom.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_the_United_Kingdom
https://www.healthcarecompaniesoftheunitedkingdom.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_the_United_Kingdom
https://healthcarecompaniesoftheunitedkingdom.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_the_United_Kingdom
https://www.healthcarecompaniesoftheunitedkingdom.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_the_United_Kingdom
https://healthcarecompaniesoftheunitedkingdom.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Health_care_companies_of_the_United_Kingdom
https://www.pharmaceuticalcompaniesofengland.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_England
https://pharmaceuticalcompaniesofengland.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_England
https://www.pharmaceuticalcompaniesofengland.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_England
https://www.pharmaceuticalcompaniesofengland.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_England
https://pharmaceuticalcompaniesofengland.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_England
https://www.pharmaceuticalcompaniesofengland.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_England
https://pharmaceuticalcompaniesofengland.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_England
https://www.pharmaceuticalcompaniesofscotland.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_Scotland
https://pharmaceuticalcompaniesofscotland.com,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_Scotland
https://www.pharmaceuticalcompaniesofscotland.eu,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_Scotland
https://www.pharmaceuticalcompaniesofscotland.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_Scotland
https://pharmaceuticalcompaniesofscotland.co.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_Scotland
https://www.pharmaceuticalcompaniesofscotland.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_Scotland
https://pharmaceuticalcompaniesofscotland.uk,Wikipedia,Category:Pharmaceutical_companies_of_the_United_Kingdom,United Kingdom,https://en.wikipedia.org/wiki/Category:Pharmaceutical_companies_of_Scotland
https://www.besinshealthcare.com,Wikipedia,Category:Pharmaceutical_companies_of_France,France,https://en.wikipedia.org/wiki/Besins_Healthcare
https://besinshealthcare.com,Wikipedia,Category:Pharmaceutical_companies_of_France,France,https://en.wikipedia.org/wiki/Besins_Healthcare
https://www.besinshealthcare.eu,Wikipedia,Category:Pharmaceutical_companies_of_France,France,https://en.wikipedia.org/wiki/Besins_Healthcare
https://www.besinshealthcare.fr,Wikipedia,Category:Pharmaceutical_companies_of_France,France,https://en.wikipedia.org/wiki/Besins_Healthcare
https://besinshealthcare.fr,Wikipedia,Category:Pharmaceutical_companies_of_France,France,https://en.wikipedia.org/wiki/Besins_Healthcare
